file_path,label
./keyboardfinal/train1/a10.wav,2
./keyboardfinal/train1/a29.wav,2
./keyboardfinal/train1/a40.wav,2
./keyboardfinal/train1/a48.wav,2
./keyboardfinal/train1/a94.wav,2
./keyboardfinal/train1/a141.wav,2
./keyboardfinal/train1/a151.wav,2
./keyboardfinal/train1/a158.wav,2
./keyboardfinal/train1/a165.wav,2
./keyboardfinal/train1/a170.wav,2
./keyboardfinal/train1/a175.wav,2
./keyboardfinal/train1/a183.wav,2
./keyboardfinal/train1/b23.wav,3
./keyboardfinal/train1/b46.wav,3
./keyboardfinal/train1/b75.wav,3
./keyboardfinal/train1/b102.wav,3
./keyboardfinal/train1/backspace32.wav,0
./keyboardfinal/train1/backspace79.wav,0
./keyboardfinal/train1/c21.wav,4
./keyboardfinal/train1/c28.wav,4
./keyboardfinal/train1/c50.wav,4
./keyboardfinal/train1/c60.wav,4
./keyboardfinal/train1/c78.wav,4
./keyboardfinal/train1/c93.wav,4
./keyboardfinal/train1/c120.wav,4
./keyboardfinal/train1/c140.wav,4
./keyboardfinal/train1/c144.wav,4
./keyboardfinal/train1/c149.wav,4
./keyboardfinal/train1/c159.wav,4
./keyboardfinal/train1/c168.wav,4
./keyboardfinal/train1/d12.wav,5
./keyboardfinal/train1/d58.wav,5
./keyboardfinal/train1/d89.wav,5
./keyboardfinal/train1/d107.wav,5
./keyboardfinal/train1/e2.wav,6
./keyboardfinal/train1/e31.wav,6
./keyboardfinal/train1/e34.wav,6
./keyboardfinal/train1/e36.wav,6
./keyboardfinal/train1/e70.wav,6
./keyboardfinal/train1/e90.wav,6
./keyboardfinal/train1/e99.wav,6
./keyboardfinal/train1/e103.wav,6
./keyboardfinal/train1/e109.wav,6
./keyboardfinal/train1/e122.wav,6
./keyboardfinal/train1/e127.wav,6
./keyboardfinal/train1/e137.wav,6
./keyboardfinal/train1/e174.wav,6
./keyboardfinal/train1/e180.wav,6
./keyboardfinal/train1/f13.wav,7
./keyboardfinal/train1/f62.wav,7
./keyboardfinal/train1/f69.wav,7
./keyboardfinal/train1/f123.wav,7
./keyboardfinal/train1/f124.wav,7
./keyboardfinal/train1/g14.wav,8
./keyboardfinal/train1/g104.wav,8
./keyboardfinal/train1/g108.wav,8
./keyboardfinal/train1/g118.wav,8
./keyboardfinal/train1/h15.wav,9
./keyboardfinal/train1/h51.wav,9
./keyboardfinal/train1/h112.wav,9
./keyboardfinal/train1/h131.wav,9
./keyboardfinal/train1/h136.wav,9
./keyboardfinal/train1/h155.wav,9
./keyboardfinal/train1/h169.wav,9
./keyboardfinal/train1/i7.wav,10
./keyboardfinal/train1/i42.wav,10
./keyboardfinal/train1/i44.wav,10
./keyboardfinal/train1/i52.wav,10
./keyboardfinal/train1/i76.wav,10
./keyboardfinal/train1/i85.wav,10
./keyboardfinal/train1/i92.wav,10
./keyboardfinal/train1/i98.wav,10
./keyboardfinal/train1/i116.wav,10
./keyboardfinal/train1/i139.wav,10
./keyboardfinal/train1/i160.wav,10
./keyboardfinal/train1/i163.wav,10
./keyboardfinal/train1/j16.wav,11
./keyboardfinal/train1/j41.wav,11
./keyboardfinal/train1/k17.wav,12
./keyboardfinal/train1/k43.wav,12
./keyboardfinal/train1/k61.wav,12
./keyboardfinal/train1/l18.wav,13
./keyboardfinal/train1/l82.wav,13
./keyboardfinal/train1/l114.wav,13
./keyboardfinal/train1/l115.wav,13
./keyboardfinal/train1/l125.wav,13
./keyboardfinal/train1/l142.wav,13
./keyboardfinal/train1/l152.wav,13
./keyboardfinal/train1/l166.wav,13
./keyboardfinal/train1/l171.wav,13
./keyboardfinal/train1/m25.wav,14
./keyboardfinal/train1/m30.wav,14
./keyboardfinal/train1/m91.wav,14
./keyboardfinal/train1/m173.wav,14
./keyboardfinal/train1/n24.wav,15
./keyboardfinal/train1/n49.wav,15
./keyboardfinal/train1/n68.wav,15
./keyboardfinal/train1/n77.wav,15
./keyboardfinal/train1/n87.wav,15
./keyboardfinal/train1/n97.wav,15
./keyboardfinal/train1/n117.wav,15
./keyboardfinal/train1/n128.wav,15
./keyboardfinal/train1/n148.wav,15
./keyboardfinal/train1/n164.wav,15
./keyboardfinal/train1/o8.wav,16
./keyboardfinal/train1/o53.wav,16
./keyboardfinal/train1/o55.wav,16
./keyboardfinal/train1/o56.wav,16
./keyboardfinal/train1/o63.wav,16
./keyboardfinal/train1/o64.wav,16
./keyboardfinal/train1/o81.wav,16
./keyboardfinal/train1/o86.wav,16
./keyboardfinal/train1/o96.wav,16
./keyboardfinal/train1/o121.wav,16
./keyboardfinal/train1/o134.wav,16
./keyboardfinal/train1/o145.wav,16
./keyboardfinal/train1/o156.wav,16
./keyboardfinal/train1/o178.wav,16
./keyboardfinal/train1/p9.wav,17
./keyboardfinal/train1/p33.wav,17
./keyboardfinal/train1/p54.wav,17
./keyboardfinal/train1/p95.wav,17
./keyboardfinal/train1/p133.wav,17
./keyboardfinal/train1/p146.wav,17
./keyboardfinal/train1/p162.wav,17
./keyboardfinal/train1/p182.wav,17
./keyboardfinal/train1/q0.wav,18
./keyboardfinal/train1/r3.wav,19
./keyboardfinal/train1/r35.wav,19
./keyboardfinal/train1/r37.wav,19
./keyboardfinal/train1/r47.wav,19
./keyboardfinal/train1/r100.wav,19
./keyboardfinal/train1/r105.wav,19
./keyboardfinal/train1/r110.wav,19
./keyboardfinal/train1/r157.wav,19
./keyboardfinal/train1/r181.wav,19
./keyboardfinal/train1/r184.wav,19
./keyboardfinal/train1/s11.wav,20
./keyboardfinal/train1/s27.wav,20
./keyboardfinal/train1/s73.wav,20
./keyboardfinal/train1/s161.wav,20
./keyboardfinal/train1/space26.wav,1
./keyboardfinal/train1/space38.wav,1
./keyboardfinal/train1/space45.wav,1
./keyboardfinal/train1/space57.wav,1
./keyboardfinal/train1/space66.wav,1
./keyboardfinal/train1/space72.wav,1
./keyboardfinal/train1/space88.wav,1
./keyboardfinal/train1/space101.wav,1
./keyboardfinal/train1/space111.wav,1
./keyboardfinal/train1/space119.wav,1
./keyboardfinal/train1/space130.wav,1
./keyboardfinal/train1/space143.wav,1
./keyboardfinal/train1/space153.wav,1
./keyboardfinal/train1/space167.wav,1
./keyboardfinal/train1/space177.wav,1
./keyboardfinal/train1/t4.wav,21
./keyboardfinal/train1/t39.wav,21
./keyboardfinal/train1/t65.wav,21
./keyboardfinal/train1/t84.wav,21
./keyboardfinal/train1/t129.wav,21
./keyboardfinal/train1/t135.wav,21
./keyboardfinal/train1/t138.wav,21
./keyboardfinal/train1/t150.wav,21
./keyboardfinal/train1/t154.wav,21
./keyboardfinal/train1/u6.wav,22
./keyboardfinal/train1/u59.wav,22
./keyboardfinal/train1/u67.wav,22
./keyboardfinal/train1/u74.wav,22
./keyboardfinal/train1/u83.wav,22
./keyboardfinal/train1/u106.wav,22
./keyboardfinal/train1/u113.wav,22
./keyboardfinal/train1/u126.wav,22
./keyboardfinal/train1/u147.wav,22
./keyboardfinal/train1/u172.wav,22
./keyboardfinal/train1/u176.wav,22
./keyboardfinal/train1/v22.wav,23
./keyboardfinal/train1/v80.wav,23
./keyboardfinal/train1/v179.wav,23
./keyboardfinal/train1/w1.wav,24
./keyboardfinal/train1/w71.wav,24
./keyboardfinal/train1/x20.wav,25
./keyboardfinal/train1/y5.wav,26
./keyboardfinal/train1/y132.wav,26
./keyboardfinal/train1/z19.wav,27
