file_path,label
./keyboardfinal/taytest1/a11.wav,2
./keyboardfinal/taytest1/a41.wav,2
./keyboardfinal/taytest1/a53.wav,2
./keyboardfinal/taytest1/a57.wav,2
./keyboardfinal/taytest1/a62.wav,2
./keyboardfinal/taytest1/a70.wav,2
./keyboardfinal/taytest1/a76.wav,2
./keyboardfinal/taytest1/a78.wav,2
./keyboardfinal/taytest1/a84.wav,2
./keyboardfinal/taytest1/a86.wav,2
./keyboardfinal/taytest1/a96.wav,2
./keyboardfinal/taytest1/a98.wav,2
./keyboardfinal/taytest1/a102.wav,2
./keyboardfinal/taytest1/a120.wav,2
./keyboardfinal/taytest1/a126.wav,2
./keyboardfinal/taytest1/a129.wav,2
./keyboardfinal/taytest1/a163.wav,2
./keyboardfinal/taytest1/b24.wav,3
./keyboardfinal/taytest1/backspace28.wav,0
./keyboardfinal/taytest1/backspace95.wav,0
./keyboardfinal/taytest1/backspace136.wav,0
./keyboardfinal/taytest1/c22.wav,4
./keyboardfinal/taytest1/c43.wav,4
./keyboardfinal/taytest1/c61.wav,4
./keyboardfinal/taytest1/c93.wav,4
./keyboardfinal/taytest1/c122.wav,4
./keyboardfinal/taytest1/c144.wav,4
./keyboardfinal/taytest1/c157.wav,4
./keyboardfinal/taytest1/d3.wav,5
./keyboardfinal/taytest1/d13.wav,5
./keyboardfinal/taytest1/d58.wav,5
./keyboardfinal/taytest1/d128.wav,5
./keyboardfinal/taytest1/d160.wav,5
./keyboardfinal/taytest1/d168.wav,5
./keyboardfinal/taytest1/e2.wav,6
./keyboardfinal/taytest1/e37.wav,6
./keyboardfinal/taytest1/e45.wav,6
./keyboardfinal/taytest1/e55.wav,6
./keyboardfinal/taytest1/e65.wav,6
./keyboardfinal/taytest1/e89.wav,6
./keyboardfinal/taytest1/e108.wav,6
./keyboardfinal/taytest1/e112.wav,6
./keyboardfinal/taytest1/e133.wav,6
./keyboardfinal/taytest1/e156.wav,6
./keyboardfinal/taytest1/e158.wav,6
./keyboardfinal/taytest1/e161.wav,6
./keyboardfinal/taytest1/e167.wav,6
./keyboardfinal/taytest1/e174.wav,6
./keyboardfinal/taytest1/f14.wav,7
./keyboardfinal/taytest1/f147.wav,7
./keyboardfinal/taytest1/f170.wav,7
./keyboardfinal/taytest1/f176.wav,7
./keyboardfinal/taytest1/g15.wav,8
./keyboardfinal/taytest1/g36.wav,8
./keyboardfinal/taytest1/g54.wav,8
./keyboardfinal/taytest1/g165.wav,8
./keyboardfinal/taytest1/h16.wav,9
./keyboardfinal/taytest1/h30.wav,9
./keyboardfinal/taytest1/h49.wav,9
./keyboardfinal/taytest1/h111.wav,9
./keyboardfinal/taytest1/h123.wav,9
./keyboardfinal/taytest1/h138.wav,9
./keyboardfinal/taytest1/h141.wav,9
./keyboardfinal/taytest1/i8.wav,10
./keyboardfinal/taytest1/i44.wav,10
./keyboardfinal/taytest1/i50.wav,10
./keyboardfinal/taytest1/i74.wav,10
