file_path,label
./training/e17.wav,0
./training/e23.wav,0
./training/e24.wav,0
./training/e29.wav,0
./training/e43.wav,0
./training/e48.wav,0
./training/e61.wav,0
./training/e67.wav,0
./training/e79.wav,0
./training/e83.wav,0
./training/e91.wav,0
./training/e100.wav,0
./training/e113.wav,0
./training/e130.wav,0
./training/i11.wav,1
./training/i18.wav,1
./training/i28.wav,1
./training/i37.wav,1
./training/i52.wav,1
./training/i58.wav,1
./training/i68.wav,1
./training/i72.wav,1
./training/i87.wav,1
./training/i97.wav,1
./training/i108.wav,1
./training/i117.wav,1
./training/i124.wav,1
./training/i134.wav,1
./training/i143.wav,1
./training/o3.wav,2
./training/o15.wav,2
./training/o26.wav,2
./training/o36.wav,2
./training/o53.wav,2
./training/o57.wav,2
./training/o71.wav,2
./training/o80.wav,2
./training/o96.wav,2
./training/o107.wav,2
./training/o119.wav,2
./training/o122.wav,2
./training/o135.wav,2
./training/o137.wav,2
./training/o144.wav,2
./training/p4.wav,3
./training/p14.wav,3
./training/p35.wav,3
./training/p56.wav,3
./training/p95.wav,3
./training/p106.wav,3
./training/p120.wav,3
./training/p136.wav,3
./training/q8.wav,4
./training/q25.wav,4
./training/q34.wav,4
./training/q46.wav,4
./training/q65.wav,4
./training/q81.wav,4
./training/q105.wav,4
./training/q121.wav,4
./training/q133.wav,4
./training/r21.wav,5
./training/r33.wav,5
./training/r41.wav,5
./training/r64.wav,5
./training/r93.wav,5
./training/r99.wav,5
./training/r103.wav,5
./training/r112.wav,5
./training/r127.wav,5
./training/r129.wav,5
./training/r141.wav,5
./training/t1.wav,6
./training/t7.wav,6
./training/t10.wav,6
./training/t19.wav,6
./training/t27.wav,6
./training/t31.wav,6
./training/t39.wav,6
./training/t45.wav,6
./training/t49.wav,6
./training/t62.wav,6
./training/t70.wav,6
./training/t74.wav,6
./training/t76.wav,6
./training/t84.wav,6
./training/t90.wav,6
./training/t104.wav,6
./training/t111.wav,6
./training/t114.wav,6
./training/t118.wav,6
./training/t126.wav,6
./training/t139.wav,6
./training/t145.wav,6
./training/u0.wav,7
./training/u6.wav,7
./training/u12.wav,7
./training/u22.wav,7
./training/u32.wav,7
./training/u38.wav,7
./training/u44.wav,7
./training/u51.wav,7
./training/u55.wav,7
./training/u60.wav,7
./training/u66.wav,7
./training/u69.wav,7
./training/u75.wav,7
./training/u86.wav,7
./training/u88.wav,7
./training/u92.wav,7
./training/u98.wav,7
./training/u109.wav,7
./training/u116.wav,7
./training/u125.wav,7
./training/u132.wav,7
./training/u138.wav,7
./training/w5.wav,8
./training/w9.wav,8
./training/w16.wav,8
./training/w42.wav,8
./training/w50.wav,8
./training/w59.wav,8
./training/w73.wav,8
./training/w77.wav,8
./training/w82.wav,8
./training/w102.wav,8
./training/w115.wav,8
./training/w123.wav,8
./training/w131.wav,8
./training/w142.wav,8
./training/y2.wav,9
./training/y13.wav,9
./training/y20.wav,9
./training/y30.wav,9
./training/y40.wav,9
./training/y47.wav,9
./training/y54.wav,9
./training/y63.wav,9
./training/y78.wav,9
./training/y85.wav,9
./training/y89.wav,9
./training/y94.wav,9
./training/y101.wav,9
./training/y110.wav,9
./training/y128.wav,9
./training/y140.wav,9
