file_path,label
./validate/a4.wav,2
./validate/a6.wav,2
./validate/a9.wav,2
./validate/a11.wav,2
./validate/a27.wav,2
./validate/a58.wav,2
./validate/a63.wav,2
./validate/a76.wav,2
./validate/a83.wav,2
./validate/a97.wav,2
./validate/a100.wav,2
./validate/a111.wav,2
./validate/a113.wav,2
./validate/a133.wav,2
./validate/a146.wav,2
./validate/a153.wav,2
./validate/a167.wav,2
./validate/a190.wav,2
./validate/a194.wav,2
./validate/a201.wav,2
./validate/a203.wav,2
./validate/a237.wav,2
./validate/a287.wav,2
./validate/a312.wav,2
./validate/b0.wav,3
./validate/b68.wav,3
./validate/b227.wav,3
./validate/b273.wav,3
./validate/b292.wav,3
./validate/b330.wav,3
./validate/b334.wav,3
./validate/backspace141.wav,0
./validate/backspace221.wav,0
./validate/c15.wav,4
./validate/c26.wav,4
./validate/c42.wav,4
./validate/c47.wav,4
./validate/c54.wav,4
./validate/c92.wav,4
./validate/c96.wav,4
./validate/c112.wav,4
./validate/c157.wav,4
./validate/c245.wav,4
./validate/d13.wav,5
./validate/d29.wav,5
./validate/d71.wav,5
./validate/d114.wav,5
./validate/d116.wav,5
./validate/d120.wav,5
./validate/d171.wav,5
./validate/d193.wav,5
./validate/d200.wav,5
./validate/d235.wav,5
./validate/d248.wav,5
./validate/d268.wav,5
./validate/e21.wav,6
./validate/e23.wav,6
./validate/e35.wav,6
./validate/e40.wav,6
./validate/e51.wav,6
./validate/e72.wav,6
./validate/e94.wav,6
./validate/e115.wav,6
./validate/e119.wav,6
./validate/e121.wav,6
./validate/e138.wav,6
./validate/e142.wav,6
./validate/e156.wav,6
./validate/e160.wav,6
./validate/e166.wav,6
./validate/e170.wav,6
./validate/e187.wav,6
./validate/e208.wav,6
./validate/e228.wav,6
./validate/e231.wav,6
./validate/e234.wav,6
./validate/e244.wav,6
./validate/e264.wav,6
./validate/e267.wav,6
./validate/e293.wav,6
./validate/e303.wav,6
./validate/e309.wav,6
./validate/e332.wav,6
./validate/f32.wav,7
./validate/f110.wav,7
./validate/f136.wav,7
./validate/f209.wav,7
./validate/f311.wav,7
./validate/g81.wav,8
./validate/g106.wav,8
./validate/g282.wav,8
./validate/h1.wav,9
./validate/h8.wav,9
./validate/h43.wav,9
./validate/h85.wav,9
./validate/h88.wav,9
./validate/h162.wav,9
./validate/h165.wav,9
./validate/h178.wav,9
./validate/h186.wav,9
./validate/h205.wav,9
./validate/h216.wav,9
./validate/h252.wav,9
./validate/h254.wav,9
./validate/h308.wav,9
./validate/i17.wav,10
./validate/i19.wav,10
./validate/i44.wav,10
./validate/i53.wav,10
./validate/i60.wav,10
./validate/i91.wav,10
./validate/i102.wav,10
./validate/i104.wav,10
./validate/i125.wav,10
./validate/i127.wav,10
./validate/i135.wav,10
./validate/i137.wav,10
./validate/i150.wav,10
./validate/i179.wav,10
./validate/i182.wav,10
./validate/i192.wav,10
./validate/i196.wav,10
./validate/i217.wav,10
./validate/i220.wav,10
./validate/i223.wav,10
./validate/i253.wav,10
./validate/i256.wav,10
./validate/i280.wav,10
./validate/i284.wav,10
./validate/i315.wav,10
./validate/i324.wav,10
./validate/i327.wav,10
./train1/k84.wav,11
./train1/k90.wav,11
./train1/k150.wav,11
./train1/k182.wav,11
./validate/l18.wav,12
./validate/l64.wav,12
./validate/l65.wav,12
./validate/l73.wav,12
./validate/l101.wav,12
./validate/l134.wav,12
./validate/l149.wav,12
./validate/l151.wav,12
./validate/l152.wav,12
./validate/l191.wav,12
./validate/l211.wav,12
./validate/l212.wav,12
./validate/l224.wav,12
./validate/l225.wav,12
./validate/l304.wav,12
./validate/l305.wav,12
./validate/m20.wav,13
./validate/m50.wav,13
./validate/m147.wav,13
./validate/m263.wav,13
./validate/m291.wav,13
./validate/n62.wav,14
./validate/n70.wav,14
./validate/n90.wav,14
./validate/n95.wav,14
./validate/n99.wav,14
./validate/n105.wav,14
./validate/n109.wav,14
./validate/n129.wav,14
./validate/n139.wav,14
./validate/n198.wav,14
./validate/n247.wav,14
./validate/n281.wav,14
./validate/n285.wav,14
./validate/n289.wav,14
./validate/n313.wav,14
./validate/n319.wav,14
./validate/o30.wav,15
./validate/o33.wav,15
./validate/o38.wav,15
./validate/o46.wav,15
./validate/o48.wav,15
./validate/o61.wav,15
./validate/o69.wav,15
./validate/o86.wav,15
./validate/o89.wav,15
./validate/o123.wav,15
./validate/o128.wav,15
./validate/o148.wav,15
./validate/o163.wav,15
./validate/o174.wav,15
./validate/o197.wav,15
./validate/o206.wav,15
./validate/o246.wav,15
./validate/o297.wav,15
./validate/o298.wav,15
./validate/o318.wav,15
./validate/o322.wav,15
./validate/p84.wav,16
./validate/p87.wav,16
./validate/p122.wav,16
./validate/p207.wav,16
./validate/p271.wav,16
./validate/p276.wav,16
./validate/p299.wav,16
./validate/r24.wav,17
./validate/r28.wav,17
./validate/r34.wav,17
./validate/r39.wav,17
./validate/r45.wav,17
./validate/r57.wav,17
./validate/r77.wav,17
./validate/r82.wav,17
./validate/r98.wav,17
./validate/r118.wav,17
./validate/r155.wav,17
./validate/r159.wav,17
./validate/r168.wav,17
./validate/r294.wav,17
./validate/s36.wav,18
./validate/s49.wav,18
./validate/s55.wav,18
./validate/s74.wav,18
./validate/s79.wav,18
./validate/s124.wav,18
./validate/s140.wav,18
./validate/s143.wav,18
./validate/s144.wav,18
./validate/s180.wav,18
./validate/s183.wav,18
./validate/s218.wav,18
./validate/s232.wav,18
./validate/s243.wav,18
./validate/s249.wav,18
./validate/s260.wav,18
./validate/s265.wav,18
./validate/s266.wav,18
./validate/s300.wav,18
./validate/s316.wav,18
./validate/s321.wav,18
./validate/s328.wav,18
./validate/space12.wav,1
./validate/space25.wav,1
./validate/space31.wav,1
./validate/space41.wav,1
./validate/space56.wav,1
./validate/space67.wav,1
./validate/space80.wav,1
./validate/space93.wav,1
./validate/space107.wav,1
./validate/space117.wav,1
./validate/space130.wav,1
./validate/space145.wav,1
./validate/space154.wav,1
./validate/space161.wav,1
./validate/space172.wav,1
./validate/space176.wav,1
./validate/space181.wav,1
./validate/space184.wav,1
./validate/space188.wav,1
./validate/space199.wav,1
./validate/space204.wav,1
./validate/space214.wav,1
./validate/space219.wav,1
./validate/space226.wav,1
./validate/space229.wav,1
./validate/space236.wav,1
./validate/space239.wav,1
./validate/space242.wav,1
./validate/space250.wav,1
./validate/space255.wav,1
./validate/space257.wav,1
./validate/space262.wav,1
./validate/space269.wav,1
./validate/space272.wav,1
./validate/space275.wav,1
./validate/space283.wav,1
./validate/space286.wav,1
./validate/space288.wav,1
./validate/space295.wav,1
./validate/space301.wav,1
./validate/space306.wav,1
./validate/space310.wav,1
./validate/space314.wav,1
./validate/space317.wav,1
./validate/space320.wav,1
./validate/space323.wav,1
./validate/space326.wav,1
./validate/space329.wav,1
./validate/space333.wav,1
./validate/t3.wav,19
./validate/t5.wav,19
./validate/t7.wav,19
./validate/t10.wav,19
./validate/t16.wav,19
./validate/t22.wav,19
./validate/t52.wav,19
./validate/t59.wav,19
./validate/t78.wav,19
./validate/t126.wav,19
./validate/t164.wav,19
./validate/t169.wav,19
./validate/t177.wav,19
./validate/t185.wav,19
./validate/t195.wav,19
./validate/t202.wav,19
./validate/t215.wav,19
./validate/t230.wav,19
./validate/t233.wav,19
./validate/t238.wav,19
./validate/t261.wav,19
./validate/t278.wav,19
./validate/t279.wav,19
./validate/t307.wav,19
./validate/t325.wav,19
./validate/u2.wav,20
./validate/u14.wav,20
./validate/u108.wav,20
./validate/u132.wav,20
./validate/u158.wav,20
./validate/u210.wav,20
./validate/u259.wav,20
./validate/u270.wav,20
./validate/u277.wav,20
./validate/u290.wav,20
./validate/w37.wav,21
./validate/w75.wav,21
./validate/w173.wav,21
./validate/w175.wav,21
./validate/w222.wav,21
./validate/w251.wav,21
./validate/w296.wav,21
./validate/w302.wav,21
./validate/y66.wav,22
./validate/y213.wav,22
./validate/y274.wav,22
./validate/y331.wav,22
./validate/y335.wav,22
